Name,"Form of creative work","Wikidata QID","IMSLP ID","VIAF ID",composer,arranger
"Keyboard Sonata in B-flat major, K.57",sonata,,"Keyboard Sonata in B-flat major, K.57 (Scarlatti, Domenico)",,"Domenico Scarlatti",
"Keyboard Sonata in D minor, K.52",sonata,Q74594830,"Keyboard Sonata in D minor, K.52 (Scarlatti, Domenico)",186143945,"Domenico Scarlatti",
"Keyboard Sonata in E-flat major, K.51",sonata,Q77262843,"Keyboard Sonata in E-flat major, K.51 (Scarlatti, Domenico)",294089344,"Domenico Scarlatti",
"Keyboard Sonata in C major, K.49",sonata,,"Keyboard Sonata in C major, K.49 (Scarlatti, Domenico)",,"Domenico Scarlatti",
"Keyboard Sonata in C minor, K.48",sonata,,"Keyboard Sonata in C minor, K.48 (Scarlatti, Domenico)",,"Domenico Scarlatti",
"Keyboard Sonata in B-flat major, K.47",sonata,,"Keyboard Sonata in B-flat major, K.47 (Scarlatti, Domenico)",,"Domenico Scarlatti",
"Keyboard Sonata in E major, K.46",sonata,Q67199910,"Keyboard Sonata in E major, K.46 (Scarlatti, Domenico)",293236023,"Domenico Scarlatti",
"Keyboard Sonata in D major, K.45",sonata,Q67199909,"Keyboard Sonata in D major, K.45 (Scarlatti, Domenico)",294589912,"Domenico Scarlatti",
"Keyboard Sonata in G minor, K.43",sonata,Q74594803,"Keyboard Sonata in G minor, K.43 (Scarlatti, Domenico)",293055417,"Domenico Scarlatti",
"Keyboard Sonata in B-flat major, K.42",sonata,Q74594932,"Keyboard Sonata in B-flat major, K.42 (Scarlatti, Domenico)",294027804,"Domenico Scarlatti",
"Keyboard Sonata in C minor, K.40",sonata,Q74594901,"Keyboard Sonata in C minor, K.40 (Scarlatti, Domenico)",292729143,"Domenico Scarlatti",
"Keyboard Sonata in D minor, K.34",sonata,Q67199904,"Keyboard Sonata in D minor, K.34 (Scarlatti, Domenico)",293478137,"Domenico Scarlatti",
"Keyboard Sonata in D minor, K.32",sonata,Q74594844,"Keyboard Sonata in D minor, K.32 (Scarlatti, Domenico)",294107653,"Domenico Scarlatti",
"Keyboard Sonata in G minor, K.deest",sonata,,"Keyboard Sonata in G minor, K.deest (Scarlatti, Domenico)",,"Domenico Scarlatti",
"Keyboard Sonata in D minor, K.deest",sonata,,"Keyboard Sonata in D minor, K.deest (Scarlatti, Domenico)",,"Domenico Scarlatti",
"Keyboard Sonata in C major, K.deest",sonata,,"Keyboard Sonata in C major, K.deest (Scarlatti, Domenico)",,"Domenico Scarlatti",
"Keyboard Sonata in A major, Cary 703",sonata,,"Keyboard Sonata in A major, Cary 703 (Scarlatti, Domenico)",,"Domenico Scarlatti",
"6 Sonatas, Op.2",sonata,,"6 Sonatas, Op.2 (Clementi, Muzio)",,"Muzio Clementi",
"Horn Sonata, Op.17",sonata,Q5903984,"Horn Sonata, Op.17 (Beethoven, Ludwig van)",,"Ludwig van Beethoven",
"Grande Sonate brillante pour le Pianoforte et Guitare, Op.102",sonata,,"Grande Sonate brillante pour le Pianoforte et Guitare, Op.102 (Diabelli, Anton)",,"Anton Diabelli",
"Pièces pour orgue, Op.21","organ music",,"Pièces pour orgue, Op.21 (Callaerts, Joseph)",,"Joseph Callaerts",
"Festpraëludium, Op. 38","chorale prelude",,,,"Lambrecht Baumert",
"Ein feste Burg ist unser Gott, BWV 80","chorale prelude",,"Ein feste Burg ist unser Gott, BWV 80 (Bach, Johann Sebastian)",,"Johann Sebastian Bach","Lambrecht Baumert"
"Incipit lamentatio, IGA 1",lamentation,,"Incipit lamentatio (Allegri, Gregorio)",,"Gregorio Allegri","Alexandre-Étienne Choron"
"Incipit lamentatio, IGA 1",lamentation,,"Incipit lamentatio (Allegri, Gregorio)",,"Gregorio Allegri","August Neithardt"
"Incipit lamentatio, IGA 1","Holy Week",,"Incipit lamentatio (Allegri, Gregorio)",,"Gregorio Allegri","Alexandre-Étienne Choron"
"Incipit lamentatio, IGA 1","Holy Week",,"Incipit lamentatio (Allegri, Gregorio)",,"Gregorio Allegri","August Neithardt"
"8 Kleine Präludien und Fugen, BWV 553-560",prelude,,"8 Kleine Präludien und Fugen, BWV 553-560 (Bach, Johann Sebastian)",,"Johann Sebastian Bach","Marcel Dupré"
"8 Kleine Präludien und Fugen, BWV 553-560",fugue,,"8 Kleine Präludien und Fugen, BWV 553-560 (Bach, Johann Sebastian)",,"Johann Sebastian Bach","Marcel Dupré"
"8 Kleine Präludien und Fugen, BWV 553-560","musical hoax",,"8 Kleine Präludien und Fugen, BWV 553-560 (Bach, Johann Sebastian)",,"Johann Sebastian Bach","Marcel Dupré"
"Serenata andaluza, Op.28",serenade,,"Serenata andaluza, Op.28 (Sarasate, Pablo de)",,"Pablo de Sarasate",
"Serenata andaluza, Op.28","music of Spain",,"Serenata andaluza, Op.28 (Sarasate, Pablo de)",,"Pablo de Sarasate",
"Missa Puer qui natus est nobis","parody mass",,,,"Francisco Guerrero","Charles Bordes"
"Missa Puer qui natus est nobis",mass,,,,"Francisco Guerrero","Charles Bordes"
"Missa pro defunctis, LV 963","music for the Requiem Mass",,"Missa pro defunctis, LV 963 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Missa pro defunctis, LV 963",mass,,"Missa pro defunctis, LV 963 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Missa Regina coeli","parody mass",,"Missa 'Regina coeli' (Kerle, Jacobus de)",,"Jacobus de Kerle","Charles Bordes"
"Missa Regina coeli",mass,,"Missa 'Regina coeli' (Kerle, Jacobus de)",,"Jacobus de Kerle","Charles Bordes"
"Missa Quaeramus cum pastoribus",mass,,"Missa Quaeramus cum pastoribus (Morales, Cristóbal de)",,"Cristóbal de Morales","Charles Bordes"
"Filiae Jerusalem",motet,,"Filiae Jerusalem (Gabrieli, Andrea)",,"Andrea Gabrieli","Charles Bordes"
"Hic vir despiciens mundum",motet,,"Hic vir despiciens mundum (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Hic vir despiciens mundum",motet,,"Hic vir despiciens mundum (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Karl Proske"
"Ecce sacerdos magnus",motet,,"Ecce sacerdos magnus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"O admirabile commercium",motet,,,,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Tristitia obsedit",motet,,,,"Jacob Clemens non Papa","Charles Bordes"
"Domine convertere, LV 849",motet,,"Domine convertere, LV 849 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Duo Seraphim clamabant",motet,,"Duo Seraphim clamabant (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Pauper sum ego, LV 506",motet,,"Pauper sum ego, LV 506 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Ave Maria","Marian hymn",,,,"Jacob Clemens non Papa","Charles Bordes"
"Ave Maria",motet,,,,"Jacob Clemens non Papa","Charles Bordes"
"Beata es virgo Maria",motet,,,,"Jacob Clemens non Papa","Charles Bordes"
"Nos qui sumus in hoc mundo, LV 503",motet,,"Nos qui sumus in hoc mundo, LV 503 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Assumpta est Maria, IGP 343",motet,,"Assumpta est Maria, IGP 343 (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Ave verum corpus",motet,,,,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Ave verum corpus",motet,,,,"Giovanni Pierluigi da Palestrina","Frank Damrosch"
"Ave verum corpus",motet,,,,"Giovanni Pierluigi da Palestrina","Archibald Thompson Davison"
"Ave Maria, IGP 116",motet,,"Ave Maria, IGP 116 (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Ave Maria, IGP 116",motet,,"Ave Maria, IGP 116 (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Espagne"
"Ave Maria, IGP 116","Marian hymn",,"Ave Maria, IGP 116 (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Ave Maria, IGP 116","Marian hymn",,"Ave Maria, IGP 116 (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Espagne"
"Christus regurgens",motet,,,,"Jean Richafort","Charles Bordes"
"Domine, non sum dignus",motet,,"Domine, non sum dignus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Domine, non sum dignus",motet,,"Domine, non sum dignus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Karl Proske"
"Domine non sum dignus",motet,Q124358797,,,"Gregor Aichinger",
"Timor et tremor, LV 194",motet,,"Timor et tremor, LV 194 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Christus factus est pro nobis",motet,,,,"Giammateo Asola","Charles Bordes"
"Christus factus est pro nobis",motet,,,,"Giammateo Asola","Karl Proske"
"Ecce quomodo moritur justus, IGP 19",motet,,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Ecce quomodo moritur justus, IGP 19",motet,,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Alfred Dörffel"
"Ecce quomodo moritur justus, IGP 19",motet,,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Napoléon Joseph Ney"
"Ecce quomodo moritur justus, IGP 19",motet,,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Archibald Thompson Davison"
"Ecce quomodo moritur justus, IGP 19","musical hoax",,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Ecce quomodo moritur justus, IGP 19","musical hoax",,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Alfred Dörffel"
"Ecce quomodo moritur justus, IGP 19","musical hoax",,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Napoléon Joseph Ney"
"Ecce quomodo moritur justus, IGP 19","musical hoax",,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Archibald Thompson Davison"
"Ecce quomodo moritur justus, IGP 19",responsory,,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Ecce quomodo moritur justus, IGP 19",responsory,,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Alfred Dörffel"
"Ecce quomodo moritur justus, IGP 19",responsory,,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Napoléon Joseph Ney"
"Ecce quomodo moritur justus, IGP 19",responsory,,"Ecce, quomodo moritur (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Archibald Thompson Davison"
"Recessit pastor noster, IGP 746",responsory,,"Recessit pastor noster (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Recessit pastor noster, IGP 746",responsory,,"Recessit pastor noster (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Recessit pastor noster, IGP 746",motet,,"Recessit pastor noster (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Recessit pastor noster, IGP 746",motet,,"Recessit pastor noster (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Recessit pastor noster, IGP 746","musical hoax",,"Recessit pastor noster (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Recessit pastor noster, IGP 746","musical hoax",,"Recessit pastor noster (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Erravi sicut ovis",motet,,,,"Jacob Clemens non Papa","Charles Bordes"
"Vere languores nostros",motet,,"Vere languores nostros (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Verba mea auribus percipe, SWV 61-62",motet,,"Verba mea auribus percipe, SWV 61-62 (Schütz, Heinrich)",,"Heinrich Schütz","Charles Bordes"
"Christus factus est pro nobis",motet,,"Christus factus est pro nobis (Anerio, Felice)",,"Felice Anerio","Charles Bordes"
"Christus factus est pro nobis",motet,,"Christus factus est pro nobis (Anerio, Felice)",,"Felice Anerio","Pietro Alfieri"
"Christus factus est pro nobis",motet,,"Christus factus est pro nobis (Anerio, Felice)",,"Felice Anerio","Archibald Thompson Davison"
"Tenebrae factae sunt",motet,,"Tenebrae factae sunt (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Tenebrae factae sunt",motet,,"Tenebrae factae sunt (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Oreste Ravanello"
"Missa pro defunctis","music for the Requiem Mass",,"Missa pro defunctis (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Missa pro defunctis",mass,,"Missa pro defunctis (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Missa Douce Mémoire, LV 619","parody mass",,"Missa ad imitationem moduli Doulce memoire, LV 619 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Missa Douce Mémoire, LV 619",mass,,"Missa ad imitationem moduli Doulce memoire, LV 619 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Missa Ave maris stella","parody mass",,"Missa Ave maris stella (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Missa Ave maris stella",mass,,"Missa Ave maris stella (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Missa Ave maris stella","Marian hymn",,"Missa Ave maris stella (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Missa Ascendo ad Patrem, IGP 716",mass,,"Missa Ascendo ad Patrem, IGP 716 (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Missa Quarti toni",mass,,"Missa Quarti toni (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Iste sanctus pro lege Dei",motet,,"Iste Sanctus pro lege Dei sui (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Regina coeli",hymn,,"Regina caeli (Aichinger, Gregor)",,"Gregor Aichinger","Charles Bordes"
"Regina coeli",motet,,"Regina caeli (Aichinger, Gregor)",,"Gregor Aichinger","Charles Bordes"
"Ave Regina",motet,,,,"Gregor Aichinger","Charles Bordes"
"Ave Regina","Marian hymn",,,,"Gregor Aichinger","Charles Bordes"
"Unus ex discipulis meis",motet,,"Unus ex discipulis meis (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Unus ex discipulis meis",responsory,,"Unus ex discipulis meis (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Judas mercator pessimus",responsory,,"Judas mercator pessimus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Judas mercator pessimus",motet,,"Judas mercator pessimus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Amicus meus osculi me",motet,,"Amicus meus osculi me (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Amicus meus osculi me",responsory,,"Amicus meus osculi me (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Exultate Deo, IGP 125",motet,,"Exultate Deo (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Exultate Deo, IGP 125",motet,,"Exultate Deo (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Theodor de Witt"
"Exultate Deo, IGP 125",motet,,"Exultate Deo (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Espagne"
"Sepulto Domino signatum est monumentum",responsory,,"Sepulto Domino (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Sepulto Domino signatum est monumentum",motet,,"Sepulto Domino (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Aestimatus sum cum descendentibus in lacum",motet,,"Aestimatus sum (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Aestimatus sum cum descendentibus in lacum",responsory,,"Aestimatus sum (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Astiterunt reges terrae",motet,,"Astiterunt reges terrae (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Astiterunt reges terrae",responsory,,"Astiterunt reges terrae (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Salve Regina","Marian hymn",,,,"Gregor Aichinger","Charles Bordes"
"Salve Regina",motet,,,,"Gregor Aichinger","Charles Bordes"
"Pulvis et umbra sumus, LV 504",motet,,"Pulvis et umbra sumus, LV 504 (Lassus, Orlande de)",,"Orlande de Lassus","Charles Bordes"
"Pulvis et umbra sumus, LV 504",motet,,"Pulvis et umbra sumus, LV 504 (Lassus, Orlande de)",,"Orlande de Lassus","Franz Xaver Haberl"
"Ecce quomodo moritur justus",motet,,"Ecce quomodo moritur justus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Ecce quomodo moritur justus",motet,,"Ecce quomodo moritur justus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Oreste Ravanello"
"Ecce quomodo moritur justus",responsory,,"Ecce quomodo moritur justus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Ecce quomodo moritur justus",responsory,,"Ecce quomodo moritur justus (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Oreste Ravanello"
"Recessit pastor noster",motet,,"Recessit pastor noster (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Recessit pastor noster",responsory,,"Recessit pastor noster (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"In medio ecclesiae aperuit os ejus",hymn,,"In medio Ecclesiae (Briccio, Giovanni)",,"Giovanni Briccio","Charles Bordes"
"In medio ecclesiae aperuit os ejus",motet,,"In medio Ecclesiae (Briccio, Giovanni)",,"Giovanni Briccio","Charles Bordes"
"Caligaverunt oculi mei",motet,,"Caligaverunt oculi mei (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Caligaverunt oculi mei",responsory,,"Caligaverunt oculi mei (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Jesum tradidit impius",motet,,"Jesum tradidit impius (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Jesum tradidit impius",responsory,,"Jesum tradidit impius (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Tradiderunt me in manus impiorum",motet,,"Tradiderunt me (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Tradiderunt me in manus impiorum",responsory,,"Tradiderunt me (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Assumpta est Maria",motet,,"Assumpta est Maria (Aichinger, Gregor)",,"Gregor Aichinger","Charles Bordes"
"Gaudent in coelis animae Sanctorum",motet,,"Gaudent in coelis animae Sanctorum (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Velum templi scissum est, IGP 752",motet,,"Velum templi scissum est (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Velum templi scissum est, IGP 752",motet,,"Velum templi scissum est (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Velum templi scissum est, IGP 752",responsory,,"Velum templi scissum est (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Velum templi scissum est, IGP 752",responsory,,"Velum templi scissum est (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Velum templi scissum est, IGP 752","musical hoax",,"Velum templi scissum est (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Velum templi scissum est, IGP 752","musical hoax",,"Velum templi scissum est (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Omnes amici mei, IGP 70",motet,,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Omnes amici mei, IGP 70",motet,,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Omnes amici mei, IGP 70",motet,,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Alfred Dörffel"
"Omnes amici mei, IGP 70","musical hoax",,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Omnes amici mei, IGP 70","musical hoax",,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Omnes amici mei, IGP 70","musical hoax",,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Alfred Dörffel"
"Omnes amici mei, IGP 70",responsory,,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Omnes amici mei, IGP 70",responsory,,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Omnes amici mei, IGP 70",responsory,,"Omnes amici mei (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Alfred Dörffel"
"Missa super Or sus à coup, LV 1145",mass,Q124314863,"Missa super Or sus à coup, LV 1145 (Lassus, Orlande de)",,"Orlande de Lassus","Johann Gottfried Ferrenberg"
"Missa super Or sus à coup, LV 1145","parody mass",Q124314863,"Missa super Or sus à coup, LV 1145 (Lassus, Orlande de)",,"Orlande de Lassus","Johann Gottfried Ferrenberg"
"Ave Maria, NJE 23.6",motet,,"Ave Maria…virgo serena, NJE 23.6 (Josquin Desprez)",,"Josquin des Prez","Charles Bordes"
"Ave Maria, NJE 23.6","Marian hymn",,"Ave Maria…virgo serena, NJE 23.6 (Josquin Desprez)",,"Josquin des Prez","Charles Bordes"
"Angeli, archangeli, throni et dominationes",motet,,"Angeli, Archangeli (Gabrieli, Andrea)",,"Andrea Gabrieli","Charles Bordes"
"Seniores populi consilium fecerunt",motet,,"Seniores populi (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Seniores populi consilium fecerunt",responsory,,"Seniores populi (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Una hora non potuistis vigilare",motet,,"Una hora non potuistis (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Una hora non potuistis vigilare",responsory,,"Una hora non potuistis (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Eram quasi agnus innocens",motet,,"Eram quasi agnus innocens (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Eram quasi agnus innocens",responsory,,"Eram quasi agnus innocens (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Dum complerentur dies pentecostes",motet,,"Dum complerentur (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Estote fortes in bello",motet,,"Estote fortes in bello (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Christus factus est pro nobis",motet,,,,"Giuseppe Ottavio Pitoni","Charles Bordes"
"Plange quasi virgo plebs mea, IGP 745",motet,,"Plange quasi virgo plebs mea (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Plange quasi virgo plebs mea, IGP 745",motet,,"Plange quasi virgo plebs mea (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Plange quasi virgo plebs mea, IGP 745","musical hoax",,"Plange quasi virgo plebs mea (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Plange quasi virgo plebs mea, IGP 745","musical hoax",,"Plange quasi virgo plebs mea (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Jerusalem surge",motet,,,,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Jerusalem surge",responsory,,,,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Sicut ovis ad occisionem, IGP 747",motet,,"Sicut ovis ad occisionem (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Sicut ovis ad occisionem, IGP 747",motet,,"Sicut ovis ad occisionem (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Sicut ovis ad occisionem, IGP 747","musical hoax",,"Sicut ovis ad occisionem (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Sicut ovis ad occisionem, IGP 747","musical hoax",,"Sicut ovis ad occisionem (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Adoramus te Christe, TriCo 28",motet,,"Adoramus te Christe, TriCo 28 (Corsi da Celano, Giuseppe)",,"Giuseppe Corsi","Charles Bordes"
"Adoramus te Christe, TriCo 28",motet,,"Adoramus te Christe, TriCo 28 (Corsi da Celano, Giuseppe)",,"Giuseppe Corsi","Alfred Dörffel"
"O vos omnes",motet,,"O vos omnes (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"O vos omnes",motet,,"O vos omnes (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Archibald Thompson Davison"
"Ave Christe immolate, NJE 21.1",motet,,"Ave Christe immolate, NJE 21.1 (Josquin Desprez)",,"Josquin des Prez","Charles Bordes"
"Ave Christe immolate, NJE 21.1",motet,,"Ave Christe immolate, NJE 21.1 (Josquin Desprez)",,"Noel Bauldeweyn","Charles Bordes"
"Animam meam dilectam",motet,,"Animam meam dilectam (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Tamquam ad latronem existis",motet,,"Tamquam ad latronem (Victoria, Tomás Luis de)",,"Tomás Luis de Victoria","Charles Bordes"
"Ecce vidimus eum",motet,,"Ecce vidimus eum (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Ecce vidimus eum",motet,,"Ecce vidimus eum (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
"Ecce vidimus eum","musical hoax",,"Ecce vidimus eum (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Franz Xaver Haberl"
"Ecce vidimus eum","musical hoax",,"Ecce vidimus eum (Palestrina, Giovanni Pierluigi da)",,"Giovanni Pierluigi da Palestrina","Charles Bordes"
