"Object ID",Name,Aliases,"Wikidata QID","instance of - Object ID","role - Object ID","related to - Object ID","occupation - Object ID","VIAF ID","RISM ID","IMSLP ID",image,"sex or gender - Object ID","country of citizenship - Object ID","place of birth - Object ID","place of death - Object ID","date of birth","date of death","instrument - Object ID","student of - Object ID","educated at - Object ID","employer - Object ID"
16005735,"Julie Dorus-Gras","M.me Dorus",Q3189203,15990584,15990792,15990592,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/JulieDorus-Gras.jpg,15992803,,,,,,,,,
16005735,"Julie Dorus-Gras","M.me Dorus",Q3189203,15990584,15990792,16002523,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/JulieDorus-Gras.jpg,15992803,,,,,,,,,
16005735,"Julie Dorus-Gras","M.me Dorus",Q3189203,15990584,15990792,15998739,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/JulieDorus-Gras.jpg,15992803,,,,,,,,,
16005734,"Adolf Ruthardt",,Q4401191,15990584,15990790,,,,,,,,,,,,,,,,
16005733,"Eduard Mertke","Eduard Merkte",Q19998329,15990584,15990790,,,74116661,,,,,,,,,,,,,
16005733,"Eduard Mertke","Ed. Merkte",Q19998329,15990584,15990790,,,74116661,,,,,,,,,,,,,
16005728,"Ernst Wilhelm Fritsch","E.W. Fritzsch",Q19999318,15990584,15996312,16002520,,,,,,,,,,,,,,,
16005728,"Ernst Wilhelm Fritsch","E.W. Fritzsch",Q19999318,15990586,15996312,16002520,,,,,,,,,,,,,,,
16005727,"Peter Cornelius",,Q57257,15990584,15990789,16002520,,,,,,,,,,,,,,,
16005727,"Peter Cornelius",,Q57257,15990584,15990790,16002520,,,,,,,,,,,,,,,
16005726,"Achille Mansour",,Q133807840,,15990789,16002510,,,,,,,,,,,,,,,
16005715,"Antoine-François Marmontel","Antoine Marmontel",Q586181,,15990789,16004316,,,,,,,,,,,,,,,
16005715,"Antoine-François Marmontel","Antoine Marmontel",Q586181,,15990789,15990626,,,,,,,,,,,,,,,
16005714,"Jean-Jérôme Imbault",,Q20538968,,15996312,15990693,,,,,,,,,,,,,,,
16005713,"Girolamo Crescentini","Jerôme Crescentini",Q552124,,15990789,15990693,,,,,,,,,,,,,,,
16005713,"Girolamo Crescentini","Jerôme Crescentini",Q552124,,15990789,15990682,,,,,,,,,,,,,,,
16005712,"Alexis de Garaudé",,Q1246443,,15990789,16004316,,,,,,,,,,,,,,,
16005712,"Alexis de Garaudé",,Q1246443,,15990789,15990693,,,,,,,,,,,,,,,
16005710,"Mathis Lussy",,Q4272270,,15990789,16004316,,,,,,,,,,,,,,,
16005710,"Mathis Lussy",,Q4272270,,15990789,15992133,,,,,,,,,,,,,,,
16005650,"Peter Wagner",,Q4102224,,15990790,15996316,,,,,,,,,,,,,,,
16005650,"Peter Wagner",,Q4102224,,15990790,15990660,,,,,,,,,,,,,,,
16005649,"Johann Caspar Aiblinger",,Q69691,,15990789,15990650,,,,,,,,,,,,,,,
16005649,"Johann Caspar Aiblinger",,Q69691,,15990789,15996316,,,,,,,,,,,,,,,
16005649,"Johann Caspar Aiblinger",,Q69691,,15990789,16002520,,,,,,,,,,,,,,,
16005648,"Aloys Desmet",,Q47254502,,15990789,15996316,,,,,,,,,,,,,,,
16005648,"Aloys Desmet",,Q47254502,,15990789,15990650,,,,,,,,,,,,,,,
16005648,"Aloys Desmet",,Q47254502,,15990789,16002520,,,,,,,,,,,,,,,
16005647,"Johann Baptist Singenberger","J. Singenberger",Q6215625,,15990789,15996316,15990857,,,,,,,,,,,,,,
16005647,"Johann Baptist Singenberger","J. Singenberger",Q6215625,,15990789,15990650,15990857,,,,,,,,,,,,,,
16005646,"Gustaaf Van Hulse","G. van Hulse",Q133537215,,15990789,15996316,,,,,,,,,,,,,,,
16005646,"Gustaaf Van Hulse","G. van Hulse",Q133537215,,15990789,16002520,,,,,,,,,,,,,,,
16005646,"Gustaaf Van Hulse","G. van Hulse",Q133537215,,15990789,15990650,,,,,,,,,,,,,,,
16005645,"Gaston Feremans",,Q2423402,,15990789,16002520,,,,,,,,,,,,,,,
16005645,"Gaston Feremans",,Q2423402,,15990789,15996316,,,,,,,,,,,,,,,
16005645,"Gaston Feremans",,Q2423402,,15990789,15990650,,,,,,,,,,,,,,,
16005644,"Oscar Depuydt",,Q3356968,,15990789,15996316,,,,,,,,,,,,,,,
16005644,"Oscar Depuydt",,Q3356968,,15990789,16002520,,,,,,,,,,,,,,,
16005644,"Oscar Depuydt",,Q3356968,,15990789,15990642,,,,,,,,,,,,,,,
16005643,"Ignacio Prieto",,Q65203842,,,16002520,,,,,,,,,,,,,,,
16005643,"Ignacio Prieto",,Q65203842,,,15996316,,,,,,,,,,,,,,,
16005643,"Ignacio Prieto",,Q65203842,,,15990650,,,,,,,,,,,,,,,
16005642,"Paul de Maleingreau",,Q1625406,,15990789,15996316,,,,,,,,,,,,,,,
16005642,"Paul de Maleingreau",,Q1625406,,15990789,15990642,,,,,,,,,,,,,,,
16005642,"Paul de Maleingreau",,Q1625406,,15990789,16002520,,,,,,,,,,,,,,,
16005641,"Mario van Overeem",,Q132860429,,15990789,16002520,,,,,,,,,,,,,,,
16005641,"Mario van Overeem",,Q132860429,,15990789,15996316,,,,,,,,,,,,,,,
16005641,"Mario van Overeem",,Q132860429,,15990789,15990650,,,,,,,,,,,,,,,
16005640,"Charles Van den Borren",,Q1066297,,15996288,15990650,,,,,,,,,,,,,,,
16005640,"Charles Van den Borren",,Q1066297,,15996288,15996316,,,,,,,,,,,,,,,
16005640,"Charles Van den Borren",,Q1066297,,15996288,16002520,,,,,,,,,,,,,,,
16005639,"Raymond Moulaert",,Q1963017,,15990789,15996316,,,,,,,,,,,,,,,
16005639,"Raymond Moulaert",,Q1963017,,15990789,16002520,,,,,,,,,,,,,,,
16005639,"Raymond Moulaert",,Q1963017,,15990789,15990650,,,,,,,,,,,,,,,
16005638,"Remi Ghesquiere",,Q4423628,,15990789,15996316,,,,,,,,,,,,,,,
16005638,"Remi Ghesquiere",,Q4423628,,15990789,15990650,,,,,,,,,,,,,,,
16005637,"August De Coninck",,Q132860323,,15990789,15996316,,,,,,,,,,,,,,,
16005636,"Charles De Liever",,Q132860106,,15990789,15996316,,,,,,,,,,,,,,,
16005635,"Safford Cape",,Q3461275,,15990789,15990650,,,,,,,,,,,,,,,
16005635,"Safford Cape",,Q3461275,,15990789,15996316,,,,,,,,,,,,,,,
16005635,"Safford Cape",,Q3461275,,15990789,16002520,,,,,,,,,,,,,,,
16005634,"Jean-Marie Plum","P. J,-M. Plum",Q18222024,,15990789,16002520,,,,,,,,,,,,,,,
16005634,"Jean-Marie Plum","P. J,-M. Plum",Q18222024,,15990789,15996316,,,,,,,,,,,,,,,
16005634,"Jean-Marie Plum","P. J,-M. Plum",Q18222024,,15990789,15990650,,,,,,,,,,,,,,,
16005633,"Lode Dessel","Lode Van Dessel",Q15119885,,15990789,15990650,,,,,,,,,,,,,,,
16005633,"Lode Dessel","Lode Van Dessel",Q15119885,,15990789,15996316,,,,,,,,,,,,,,,
16005633,"Lode Dessel","Lode Van Dessel",Q15119885,,15990789,16002520,,,,,,,,,,,,,,,
16005624,"Henri Durieux",,Q132575721,,15990789,15996316,,,,,,,,,,,,,,,
16005624,"Henri Durieux",,Q132575721,,15990789,16002520,,,,,,,,,,,,,,,
16005624,"Henri Durieux",,Q132575721,,15990789,15990650,,,,,,,,,,,,,,,
16005623,"Ivo Mortelmans",,Q1920935,,15990789,15990650,,,,,,,,,,,,,,,
16005623,"Ivo Mortelmans",,Q1920935,,15990789,16002520,,,,,,,,,,,,,,,
16005623,"Ivo Mortelmans",,Q1920935,,15990789,15996316,,,,,,,,,,,,,,,
16005622,"Franciscus Verhelst",,Q115812805,,15990789,15996316,,,,,,,,,,,,,,,
16005622,"Franciscus Verhelst",,Q115812805,,15990789,16002520,,,,,,,,,,,,,,,
16005622,"Franciscus Verhelst",,Q115812805,,15990789,15990650,,,,,,,,,,,,,,,
16005620,"Florian Heyerick",,Q1429724,,15990791,15990650,,,,,,,,,,,,,,,
16005620,"Florian Heyerick",,Q1429724,,15990791,15996316,,,,,,,,,,,,,,,
16005018,"Stephan Lück",,Q131696805,,15990790,15990650,,,,,,,,,,,,,,,
16005018,"Stephan Lück",,Q131696805,,15990790,15996316,,,,,,,,,,,,,,,
16005619,"Eugène Ploix Editeur","E. Ploix",Q132188613,,15996312,15990650,,,,,,,,,,,,,,,
16005617,"Louis Brassin",,Q1367651,,15990790,15990650,,,,,,,,,,,,,,,
16005617,"Louis Brassin",,Q1367651,,15990789,15990650,,,,,,,,,,,,,,,
16005616,"Alfred Cortot",,Q116057,,15990790,15990650,,,,,,,,,,,,,,,
16005616,"Alfred Cortot",,Q116057,,15990789,15990650,,,,,,,,,,,,,,,
16005615,"Jeanne Herscher-Clément",,Q15429314,,15990790,15990650,,,,,,,,,,,,,,,
16005615,"Jeanne Herscher-Clément",,Q15429314,,15990789,15990650,,,,,,,,,,,,,,,
16005614,"Colombier Editeur",,,15990586,,16002523,,,,,,,,,,,,,,,
16005613,"Jean Beÿens","Jean Beyens",,15990584,15990789,16002523,,,,,,,,,,,,,,,
16005611,"J.Hamelle Editeur",,,15990586,,16002523,,,,,,,,,,,,,,,
16005610,"Francesco Bianchi",,,15990586,15996312,16002523,,,,,,,,72871,,,,,,,
16005609,"Marie Pleyel",,Q437228,,,16002523,,,,,,,,,,,,,,,
16005608,"Pierre Lafitte",,Q3385724,,15996312,16002523,,,,,,,,,,,,,,,
16005216,"Alphonse Mailly",,Q460715,,,,,,,,,,,,,,,,,,15991023
16005359,"Isidore de Lara",,Q971436,,,,,,,,,,,,,,,,,,
16005358,"Edmond Filipucci",,Q131754063,,,,,,,,,,,,,,,,,,
16005357,"Raoul Laparra",,Q2131266,,,,,,,,,,,,,,,,,,
16005356,"Gustave Samazeuilh",,Q447590,,,,,,,,,,,,,,,,,,
16005355,"Moritz Moszkowski",,Q322427,,,,,,,,,,,,,,,,,,
16005354,"Louis Ganne",,Q779631,,,,,,,,,,,,,,,,,,
16005353,"Émile Paladilhe",,Q286294,,,,,,,,,,,,,,,,,,
16005352,"Jean d'Udine",,Q66023745,,,,,,,,,,,,,,,,,,
16005351,"Gustave Doret",,Q667254,,,,,,,,,,,,,,,,,,
16005350,"Antoine Banès",,Q16855465,,,,,,,,,,,,,,,,,,
16005349,"Ruggero Leoncavallo",,Q189015,,,,,,,,,,,,,,,,,,
16005348,"Louis Dumas",,Q16191352,,,,,,,,,,,,,,,,,,
16005347,"Paul Pierné",,Q322201,,,,,,,,,,,,,,,,,,
16005346,"Felix Borowski",,Q5442146,,,,,,,,,,,,,,,,,,
16005345,"Georges Bizet",,Q56158,,,,,,,,,,,,,,,,,,
16005344,"Camille Erlanger",,Q936002,,,,,,,,,,,,,,,,,,
16005343,"Alexander Borodin",,Q164004,,,,,,,,,,,,,,,,,,
16005342,"Émile Jaques-Dalcroze",,Q286062,,,,,,,,,,,,,,,,,,
16005341,"Fernand de Borne",,Q131752606,,,,,,,,,,,,,,,,,,
16005340,"Mélanie Bonis",,Q467452,,,,,,,,,,,,,,,,,,
16005339,"Charles-Marie Widor",,Q215161,,,,,,,,,,,,,,,,,,
16005338,"Alexandre Georges",,Q2833698,,,,,,,,,,,,,,,,,,
16005337,"Henry Eymieu",,Q110222869,,,,,,,,,,,,,,,,,,
16005336,"Charles Levadé",,Q1065331,,,,,,,,,,,,,,,,,,
16005335,"Victor Gallois",,Q101658558,,,,,,,,,,,,,,,,,,
16005334,"Alexander Scriabin",,Q185647,,,,,,,,,,,,,,,,,,
16005333,"Pietro Mascagni",,Q181894,,,,,,,,,,,,,,,,,,
16005332,"Umberto Giordano",,Q294826,,,,,,,,,,,,,,,,,,
16005331,"Henri Hirschmann",,Q9287768,,,,,,,,,,,,,,,,,,
16005330,"André Messager",,Q457645,,,,,,,,,,,,,,,,,,
16005329,"Jean Roger-Ducasse",,Q649959,,,,,,,,,,,,,,,,,,
16005328,"Louis-Albert Bourgault-Ducoudra",,Q1597407,,,,,,,,,,,,,,,,,,
16005327,"Benjamin Godard",,Q817524,,,,,,,,,,,,,,,,,,
16005326,"Edward Elgar",,Q179631,,,,,,,,,,,,,,,,,,
16005325,"Georges Marty",,Q1509004,,,,,,,,,,,,,,,,,,
16005324,"Samuel Rousseau",,Q382431,,,,,,,,,,,,,,,,,,
16005323,"André Gedalge",,Q518773,,,,,,,,,,,,,,,,,,
16005322,"Raymond Pech",,Q1758604,,,,,,,,,,,,,,,,,,
16005321,"Paul Joseph Guillaume Hillemacher",,Q2060201,,,,,,,,,,,,,,,,,,
16005320,"Gabriel Dupont",,Q1387086,,,,,,,,,,,,,,,,,,
16005319,"Paul Delmet",,Q3371025,,,,,,,,,,,,,,,,,,
16005318,"Julien Tiersot",,Q547630,,,,,,,,,,,,,,,,,,
16005317,"Jeanne Descaves",,Q110537434,,,,,,,,,,,,,,,,,,
16005316,"George Aitken",,Q19414356,,,,,,,,,,,,,,,,,,
16005315,"Henry Deutsch",,Q1345595,,,,,,,,,,,,,,,,,,
16005314,"Henri Rabaud",,Q503861,,,,,,,,,,,,,,,,,,
16005313,"Luigi Denza",,Q261781,,,,,,,,,,,,,,,,,,
16005312,"Esteban Martí",,Q112436346,,,,,,,,,,,,,,,,,,
16005311,"Alphonse Duvernoy",,Q675249,,,,,,,,,,,,,,,,,,
16005310,"Édouard Mangin",,Q47450820,,,,,,,,,,,,,,,,,,
16005309,"Jules Burdy",,Q131830400,,,,,,,,,,,,,,,,,,
16005308,"Xavier Leroux",,Q323589,,,,,,,,,,,,,,,,,,
16005307,"Alfred Bruneau",,Q933351,,,,,,,,,,,,,,,,,,
16005306,"Marcel Samuel-Rousseau",,Q432256,,,,,,,,,,,,,,,,,,
16005305,"Ethelbert Nevin",,Q1271100,,,,,,,,,,,,,,,,,,
16005304,"Émile Köhler",,Q117761021,,,,,,,,,,,,,,,,,,
16005303,"Victorin de Joncières",,Q724933,,,,,,,,,,,,,,,,,,
16005302,"Henri Letocart",,Q1357767,,,,,,,,,,,,,,,,,,
16005301,"Gustave Sandré",,Q4407549,,,,,,,,,,,,,,,,,,
16005300,"Edmond Laurens",,Q98907019,,,,,,,,,,,,,,,,,,
16005299,"Otto Victor Schiff",,Q126974718,,,,,,,,,,,,,,,,,,
16005298,"Gaston Paulin",,Q112730309,,,,,,,,,,,,,,,,,,
16005297,"Giacomo Puccini",,Q7311,,,,,,,,,,,,,,,,,,
16005296,"Bernard Crocé-Spinelli",,Q822364,,,,,,,,,,,,,,,,,,
16005295,"Léo d'Ageni",,Q126974687,,,,,,,,,,,,,,,,,,
16005294,"Henry Guilhaud",,Q126974674,,,,,,,,,,,,,,,,,,
16005293,"Edmond Arnaud",,Q126959771,,,,,,,,,,,,,,,,,,
16005292,"Xavier Privas",,Q3570774,,,,,,,,,,,,,,,,,,
16005291,"Julia Sureau-Bellet",,Q126476981,,,,,,,,,,,,,,,,,,
16005290,"Ferdinand Beyer",,Q66223,,,,,,,,,,,,,,,,,,
16005289,"Oscar de Lagoanère",,Q20100873,,,,,,,,,,,,,,,,,,
16005288,"Suzanne Percheron",,Q112440632,,,,,,,,,,,,,,,,,,
16005287,"William Chaumet",,Q38228156,,,,,,,,,,,,,,,,,,
16005286,"Raoul Émile Blondel",,Q15918265,,,,,,,,,,,,,,,,,,
16005285,"Jane Vieu",,Q15434484,,,,,,,,,,,,,,,,,,
16005284,"Adolphe Deslandres",,Q365723,,,,,,,,,,,,,,,,,,
16005283,"Eugène Anthiome",,Q1373421,,,,,,,,,,,,,,,,,,
16005282,"Ernest Reyer",,Q516937,,,,,,,,,,,,,,,,,,
16005281,"Edmond Missa",,Q1285703,,,,,,,,,,,,,,,,,,
16005280,"Dezső Lederer",,Q104437385,,,,,,,,,,,,,,,,,,
16005279,"Louis-Antoine Dubost",,Q104183021,,,,,,,,,,,,,,,,,,
16005278,"Paul Wachs",,Q3372396,,,,,,,,,,,,,,,,,,
16005277,"Charles de Sivry",,Q28912501,,,,,,,,,,,,,,,,,,
16005276,"Louis Varney",,Q445083,,,,,,,,,,,,,,,,,,
16005275,"Georges Hüe",,Q358965,,,,,,,,,,,,,,,,,,
16005274,"Kerry Mills",,Q1274305,,,,,,,,,,,,,,,,,,
16005273,"Edouard Lalo",,Q224002,,,,,,,,,,,,,,,,,,
16005272,"Adolf von Henselt",,Q362139,,,,,,,,,,,,,,,,,,
16005271,"Wilhelm Popp",,Q324692,,,,,,,,,,,,,,,,,,
16005270,"Johann Baptist Cramer",,Q455212,,,,,,,,,,,,,,,,,,
16005269,"Stephen Heller",,Q710199,,,,,,,,,,,,,,,,,,
16005268,"Albert Dupuis",,Q371992,,,,,,,,,,,,,,,,,,
16005267,"Carl Aal",,Q126209050,,,,,,,,,,,,,,,,,,
16005266,"Franz Görner",,Q126902744,,,,,,,,,,,,,,,,,,
16005265,"Frédéric Wachs",,Q55837128,,,,,,,,,,,,,,,,,,
16005264,"Friedrich Ludwig",,Q1270199,,,,,,,,,,,,,,,,,,
16005263,"Antoine Dechevrens",,Q57093649,,,,,,,,,,,,,,,,,,
16005262,"Jean-Baptiste Thibaut",,Q19946349,,,,,,,,,,,,,,,,,,
16005261,"Antonin Aulagnier",,Q55836745,,,,,,,,,,,,,,,,,,
16005260,"Adrien Talexy",,Q2536250,,,,,,,,,,,,,,,,,,
16005259,"Alexandre Scola",,Q126896703,,,,,,,,,,,,,,,,,,
16005258,"Charles-Henri Plantade",,Q2958126,,,,,,,,,,,,,,,,,,
16005257,"George Sawanoff",,Q126896682,,,,,,,,,,,,,,,,,,
16005256,"Désiré-Moyse-Joseph Ikelmer",,Q126896625,,,,,,,,,,,,,,,,,,
16005255,"Paul Henrion",,Q2390789,,,,,,,,,,,,,,,,,,
16005254,"Eugène Delisle",,Q131830361,,,,,,,,,,,,,,,,,,
16005253,"Alfred Lenbigre-Duquesne",,Q126722766,,,,,,,,,,,,,,,,,,
16005252,"Eugène Talbot",,Q18117908,,,,,,,,,,,,,,,,,,
16005251,"Emile Ettling",,Q94826748,,,,,,,,,,,,,,,,,,
16005250,"Charles Delioux",,Q85751566,,,,,,,,,,,,,,,,,,
16005249,"Elisa Bosch",,Q110996848,,,,,,,,,,,,,,,,,,
16005248,"Charles Dufaur de Montfort",,Q60333156,,,,,,,,,,,,,,,,,,
16005247,"Clara Pilet-Comettant",,Q126722628,,,,,,,,,,,,,,,,,,
16005246,"Gustave de Revel",,Q126722620,,,,,,,,,,,,,,,,,,
16005245,"Louis Pierre Deffès",,Q1710731,,,,,,,,,,,,,,,,,,
16005244,"Henri Cramer",,Q38226913,,,,,,,,,,,,,,,,,,
16005243,"Florine Mouvielle",,Q126722520,,,,,,,,,,,,,,,,,,
16005242,"Marie Lassaveur",,Q126722513,,,,,,,,,,,,,,,,,,
16005241,"Eugène Braulart",,Q126722447,,,,,,,,,,,,,,,,,,
16005240,"Louis Bordèse",,Q50019789,,,,,,,,,,,,,,,,,,
16005239,"Carlo d'Angelo",,Q3659233,,,,,,,,,,,,,,,,,,
16005238,"Léopold Bourotte",,Q126722362,,,,,,,,,,,,,,,,,,
16005237,"Léo Delibes",,Q207951,,,,,,,,,,,,,,,,,,
16005236,"Ioan Ivanovici",,Q375477,,,,,,,,,,,,,,,,,,
16005235,"Willibald Alexis",,Q77312,,,,,,,,,,,,,,,,,,
16005234,"Louis-César Desormes",,Q21029908,,,,,,,,,,,,,,,,,,
16005233,"Alix Fournier",,Q991242,,,,,,,,,,,,,,,,,,
16005232,"Julius Schulhoff",,Q688395,,,,,,,,,,,,,,,,,,
16005231,"Denis Granado",,Q126722170,,,,,,,,,,,,,,,,,,
16005230,"Lucien-Léon Guillaume Lambert",,Q1376249,,,,,,,,,,,,,,,,,,
16005229,"Adolf Jensen",,Q362798,,,,,,,,,,,,,,,,,,
16005228,"Anton Urspruch",,Q214805,,,,,,,,,,,,,,,,,,
16005227,"Francis Thomé",,Q445852,,,,,,,,,,,,,,,,,,
16005226,"Cécile Chaminade",,Q236438,,,,,,,,,,,,,,,,,,
16005225,"Johann Schrammel",,Q875390,,,,,,,,,,,,,,,,,,
16005224,"Auguste Durand",,Q2871185,,,,,,,,,,,,,,,,,,
16005223,"Reinhold Bartel",,,,,,,,,,,,,,,,,,,,
16005222,"Theodor Michaelis",,Q50161551,,,,,,,,,,,,,,,,,,
16005221,"Giuseppe Capitani di Vincenzo",,Q55837713,,,,,,,,,,,,,,,,,,
16005220,"Various authors",,Q2818964,,,,,,,,,,,,,,,,,,
16005219,"Eugène Ketterer",,Q596160,,,,,,,,,,,,,,,,,,
16005218,"Louis Maes",,Q6687738,,,,,,,,,,,,,,,,,,
16005217,"Gaston Knosp",,Q55676518,,,,,,,,,,,,,,,,,,
16005215,"Carl Faust",,Q15429359,,,,,,,,,,,,,,,,,,
16005214,"Jacques De Broeck",,Q131830278,,,,,,,,,,,,,,,,,,
16005213,"Guido Persoons",,Q131931037,,15990791,15996316,,,,,,,,,,,,,,,
16005213,"Guido Persoons",,Q131931037,,15990791,15990650,,,,,,,,,,,,,,,
16005213,"Guido Persoons",,Q131931037,,15990791,15990642,,,,,,,,,,,,,,,
16005212,"Jef Alpaerts",,Q42853483,,15990792,15990650,,,,,,,,,,,,,,,
16005211,"Marcel Lejeune",,Q131927258,,15990790,15990650,,,,,,,,,,,,,,,
16005210,"Ferdinand-Fleurus Amyot",,Q55346581,,15996312,16004316,,,,,,,,,,,,,,,
16005210,"Ferdinand-Fleurus Amyot",,Q55346581,,15996312,15990693,,,,,,,,,,,,,,,
16005206,"Ercole Bernabei",,Q467856,,15990789,15990650,,,,,,,,,,,,,,,
