id,qid,nodegoat_id,label,qid_label,property
YMCERezP,Q180064,0,Vallerano,Vallerano,Italy
i5esrLWQ,Q13687,0,Enna,Enna,Italy
CDnj3iYS,Q3437,0,Perugia,Perugia,Italy
aXoRioZ2,Q48801156,0,Rovenna,Rovenna,Italy
QCoCxtN8,Q3266,0,Charente,Charente,France
iGJt7pMv,Q126668,0,Senlis,Senlis,France
dMVuHebB,Q908517,0,Louvres,Louvres,France
HX3wVQLx,Q499609,0,Borgloon,Borgloon,Belgium
9irQi3Bz,Q207371,0,Lichfield,Lichfield,United Kingdom
Yr7D6xxD,Q205666,0,Hampton Court Palace,Hampton Court Palace,United Kingdom
QUrXmfSR,Q134672,0,Exeter,Exeter,United Kingdom
VWZMPTY2,Q42376,0,Borghetto Lodigiano,Borghetto Lodigiano,Italy
nCuCpM42,Q1076709,0,Chotovice,Chotovice,Czech Republic
PnDoxDUV,Q183104,0,Feldkirch,Feldkirch,Austria
826rAni3,Q4024,0,Frankfurt (Oder),Frankfurt (Oder),Germany
YvNr67QL,Q1138912,0,Battersea,Battersea,United Kingdom
Fiqr6T6J,Q67575300,0,Wiltshire,Wiltshire,United Kingdom
mNX9KHMn,Q1735,0,Innsbruck,Innsbruck,Austria
BzzPUy7Q,Q1640681,0,rue de la Chaussée-d'Antin,rue de la Chaussée-d'Antin,France
Nrgt9UQz,Q3640,0,Ankara,Ankara,Turkey
j2gE8Lb4,Q891,0,Nizhny Novgorod,Nizhny Novgorod,Russia
JZQLZDp9,Q680628,0,Kittsee,Kittsee,Austria
ToszJnaz,Q208310,0,Saint-Dizier,Saint-Dizier,France
b7wEcknU,Q3450790,0,rue Catherine-de-La-Rochefoucauld,rue Catherine-de-La-Rochefoucauld,France
fNgrAref,Q4272433,0,Ludza County,Ludza County,Russian Empire
cV4AXpMo,Q28520,0,Abbeville,Abbeville,France
FWMPXP2p,Q29234,0,Saint-Brieuc,Saint-Brieuc,France
YQ5AKxXL,Q203285,0,Provins,Provins,France
dhJ9DysL,Q9364297,0,Ubieĺ,Ubieĺ,Belarus
6RbAjWFC,Q731501,0,Kuurne,Kuurne,Belgium
frVKueVr,Q47952,0,Salford,Salford,United Kingdom
By3mY3JJ,Q204547,0,Waregem,Waregem,Belgium
ddeq8a5g,Q651811,0,Tielt,Tielt,Belgium
BtCAkKfM,Q5465,0,Cape Town,Cape Town,South Africa
Jak8fAbz,Q1729,0,Erfurt,Erfurt,Kingdom of Prussia
6FL8iRSV,Q502714,0,Ohrdruf,Ohrdruf,Germany
MDzsLzD5,Q2408679,0,Thal,Thal,Germany
aherdUgk,Q487278,0,Meiningen,Meiningen,Germany
8h2wQ4YR,Q25411,0,Helsingborg,Helsingborg,Sweden
YUPtpN8H,Q211968,0,Pazin,Pazin,Croatia
e9E3AbWh,Q237674,0,Saint-Gilles - Sint-Gillis,Saint-Gilles - Sint-Gillis,Belgium
NbE6d3Kx,Q1899,0,Kyiv,Kyiv,Ukraine
MxdHxGnG,Q269,0,Tashkent,Tashkent,Tashkent Khanate
mxoUEEAx,Q21197,0,Chișinău,Chișinău,Moldova
FmBmjpRS,Q165773,0,Nevel,Nevel,Russia
kiL6uaCq,Q1601,0,Nienstedten,Nienstedten,Germany
kNa9W8vR,Q12292,0,Villarreal,Villarreal,Spain
Gc47GUPe,Q1009221,0,Oswestry,Oswestry,United Kingdom
W7WDRWAC,Q1825419,0,Wrington,Wrington,United Kingdom
CpLZeuQp,Q25302,0,Racibórz,Racibórz,Poland
8zWyxZH2,,0,Atlantic Ocean,,
fjWSFqSh,Q12812,0,Tortosa,Tortosa,Spain
Lanb7pQB,Q376476,0,Barbezieux-Saint-Hilaire,Barbezieux-Saint-Hilaire,France
4MzLNrkS,Q74195,0,Menlo Park,Menlo Park,United States of America
gy5TBtgk,Q7047,0,Bad Kreuznach,Bad Kreuznach,Germany
4bvag8U3,Q1721,0,Wiesbaden,Wiesbaden,Germany
QsmSFuoi,Q2346532,0,Křečovice,Křečovice,Czech Republic
3hFq5U5X,Q470394,0,Benešov,Benešov,Czech Republic
KZdo76pu,Q663362,0,Edelstal,Edelstal,Austria
dmJchDur,Q48027,0,Legnago,Legnago,Italy
9GjYyhhb,Q58477,0,Capua,Capua,Italy
VTbpLdWs,Q94973,0,Mordano,Mordano,Italy
3QzNPUNY,Q3450116,0,rue Taitbout,rue Taitbout,France
FzdobhCq,Q193478,0,Buda,Buda,Hungary
fyZmfFU9,Q502264,0,Humenné,Humenné,Slovakia
XfHbJD4z,Q516262,0,Kemnath,Kemnath,Germany
XTZEQfZn,Q14859,0,Ansbach,Ansbach,Germany
7DBUTNYo,Q699124,0,Pretzsch (Elbe),Pretzsch (Elbe),Germany
fpL4t97R,Q8939,0,Loschwitz,Loschwitz,Germany
hvszrDaH,Q13298,0,Graz,Graz,Austria
YR6599Sg,Q865757,0,Champtercier,Champtercier,France
9T3QtrPs,Q1010667,0,Mšeno,Mšeno,Czech Republic
bHKpsKwT,Q941844,0,Grodków,Grodków,Poland
jRWynE4y,Q2615494,0,Plaňany,Plaňany,Czech Republic
AhAvFfSb,Q2582505,0,Wilschdorf,Wilschdorf,Germany
TWqEtYdo,Q3447626,0,rue Dauphine,rue Dauphine,France
SmKrwca5,Q373680,0,Aldein,Aldein,Italy
CsU3xbRQ,Q274249,0,Massy,Massy,France
46JuZTSP,Q498575,0,Northeim,Northeim,Germany
RcS5aAEc,Q123438,0,Bogatynia,Bogatynia,Poland
L749SXuN,Q1246662,0,Velichov,Velichov,Czech Republic
KMZknZpn,Q487522,0,Klosterneuburg,Klosterneuburg,Austria
YNh2B5ms,Q8645,0,Lanciano,Lanciano,Italy
N4s6hsD5,Q2503857,0,Chudenice,Chudenice,Czech Republic
SYbNmHo9,Q130994,0,Colmar,Colmar,France
kbnwViaQ,Q14960,0,Brno,Brno,Czech Republic
8rWnUxyE,Q55987,0,Tocco Caudio,Tocco Caudio,Italy
hVvudGum,Q649807,0,Connantre,Connantre,France
H7RVuJ8i,Q243212,0,Beaumont-sur-Oise,Beaumont-sur-Oise,France
JkmFBH8W,Q81720,0,Silesia,Silesia,Poland
V2CsbQLf,Q1920373,0,Mendorf,M,Germany
RoPQ4qvE,Q489806,0,Melk,Melk,Austria
cTKRoqUq,Q656110,0,Treis-Karden,Treis-Karden,Germany
NxMpArQ7,Q954596,0,Havlíčkův Brod,Havlíčkův Brod,Czech Republic
NMLLngDA,Q430864,0,Nymburk,Nymburk,Czech Republic
EUiebCku,Q100388,0,Clusone,Clusone,Italy
F7Pfqgx7,Q66554,0,Sissach,Sissach,Switzerland
jGe3RKPQ,Q70036,0,Bottmingen,Bottmingen,Switzerland
aqJiouEX,Q990988,0,Broumov,Broumov,Czech Republic
5irHnG3f,Q3750,0,Gera,Gera,Germany
Ue7wJucs,Q68144,0,Zug,Zug,Switzerland
n6WNnSbH,Q62,0,San Francisco,San Francisco,United States of America
YKgYCVVd,Q1857563,0,Oldbury,Oldbury,United Kingdom
PgGjJVvF,Q154715,0,Montbéliard,Montbéliard,France
68BBHmAL,Q209093,0,Bar-sur-Aube,Bar-sur-Aube,France
YkUivBK8,Q191119,0,Rambouillet,Rambouillet,France
QPMQsN25,Q1010543,0,Killearn,Killearn,United Kingdom
3sHwdtpk,Q7038,0,Girona,Girona,Spain
C9kkrDiw,Q8818,0,Valencia,Valencia,Spain
c7mRFMfo,Q134494,0,Győr,Győr,Hungary
MKJR7NT3,Q3519,0,Bari,Bari,Italy
hKaykwAg,Q224627,0,Tarano,Tarano,Italy
XeLw3PHa,Q841589,0,Castilleja de la Cuesta,Castilleja de la Cuesta,Spain
mfhsPNfN,Q181359,0,Talavera de la Reina,Talavera de la Reina,Spain
27A7ige7,Q234704,0,Vitré,Vitré,France
T8QSS2Ab,Q8378,0,Palencia,Palencia,Spain
oERWTVNi,Q738013,0,Xàtiva,Xàtiva,Spain
CxSjPRJx,Q5836,0,Toledo,T,Spain
ezzopp4V,Q615347,0,Hořín,Hořín,Czech Republic
kGdWn4gy,Q670815,0,Hadres,Hadres,Austria
Ae4AHugR,Q1019344,0,Vamberk,Vamberk,Czech Republic
QbwreZ3W,Q387061,0,Ścinawka Dolna,Ścinawka Dolna,Poland
6AXu424T,Q1980858,0,Neulerchenfeld,Neulerchenfeld,Austria
29vT9zwQ,Q33345,0,Yevpatoriia,Yevpatoriia,Crimean Khanate
QqnJJAa8,Q15124,0,South Tyrol,South Tyrol,Italy
chBzijje,Q830418,0,Jáchymov,Jáchymov,Czech Republic
RnSwHH7p,Q980,0,Bavaria,Bavaria,Germany
hJNXHSiJ,Q51317,0,Villa Santa Maria,Villa Santa Maria,Italy
MiAQkxaw,Q23800,0,Valletta,Valletta,Malta
6Sf2qfGX,Q841403,0,Saint-Hippolyte,Saint-Hippolyte,France
cmAu863q,Q15805356,0,Deutenkofen,Deutenkofen,Germany
HLVzTzAN,Q668950,0,Saint-Ghislain,Saint-Ghislain,Belgium
7nfDcKvD,Q100772,0,Busseto,Busseto,Italy
WjCeEmCu,Q72719,0,Torre del Greco,Torre del Greco,Italy
ThJCrGo4,Q158418,0,Nová Říše,Nová Říše,Czech Republic
i6jBpyee,Q2795,0,Chemnitz,Chemnitz,Germany
n5RNe6c2,Q131612,0,Wiener Neustadt,Wiener Neustadt,Austria
csE7AoAF,Q527998,0,Rot an der Rot,Rot an der Rot,Germany
6SrwwKCk,Q522513,0,Bad Schussenried,Bad Schussenried,Germany
fmnf9yk9,Q846593,0,Senglea,Senglea,Malta
fG9L9Rkd,Q757225,0,Bormla,Bormla,Malta
M9RfkN6S,Q13370,0,Massa,Massa,Italy
S8HAGGCP,Q556312,0,Oettingen in Bayern,Oettingen in Bayern,Germany
h3oH386t,Q156119,0,Ludwigslust,Ludwigslust,Germany
cqAyJhdn,Q1891078,0,Mansbach,Mansbach,Germany
P4vjgvZT,Q6986,0,Gotha,Gotha,Germany
TVRNYs7b,Q50886,0,Ballenstedt,Ballenstedt,Germany
QGiewxrp,Q20413,0,Città di Castello,Città di Castello,Italy
FT2Ha5fd,Q160954,0,Civita Castellana,Civita Castellana,Italy
9LMwaNjq,Q491383,0,Ciminna,Ciminna,Italy
29V297KK,Q504849,0,Ochsenfurt,Ochsenfurt,Germany
EAoQVbKH,Q102623,0,Massa e Cozzile,Massa e Cozzile,Italy
R2VMxTue,Q99940,0,Forlimpopoli,Forlimpopoli,Italy
LDYrJ2BQ,Q656982,0,Bad Cannstatt,Bad Cannstatt,Germany
j9jX3nnv,Q1387700,0,Medlov,Medlov,Czech Republic
8nk32eRL,Q516056,0,Bockenheim,Bockenheim,Germany
hfrsoFcN,Q854189,0,Békésszentandrás,Békésszentandrás,Hungary
hpDwEmts,Q37043,0,Tallahassee,Tallahassee,United States of America
Zsmhq9Qg,Q2290198,0,Vlierbeek,Vlierbeek,Belgium
2uRxtWe8,Q2318894,0,Kublov,Kublov,Czech Republic
cGrMP3QY,Q12059839,0,Tubož,Tubož,Czech Republic
DVxDgUHo,Q882106,0,Blatce,Blatce,Czech Republic
UCpo9Sgj,Q207261,0,Zlonice,Zlonice,Czech Republic
AaTzkULf,Q723363,0,Ascq,Ascq,France
bQee2zg9,Q3447625,0,rue Daunou,rue Daunou,France
9VZfV9hd,Q1063389,0,Le Passage,Le Passage,France
fVfY7Qza,Q146351,0,Liberec,Liberec,Austria-Hungary
5ierSewz,Q2805,0,Krefeld,Krefeld,Germany
